PRODUTO;REFERENCIA;P_LIQ;QTD_STOCK;GAMA;FAMILIA;SUB-FAMILIA;MARCA;EAN;DETALHES;IMAGEM_IMPORTADA;ETIQUETA_ENERGETICA;MANUAL_INSTRUCOES;ESQUEMA_TECNICO
COMBINADO ORIMA ORF-31-W     A+;285114;220.81;(5+);FRIO;COMBINADOS;COMBINADOS 170-179CM;ORIMA;5603883207891;"Capacidade bruta total: 296 L
<br>Capacidade net do frigorífico: 191 L
<br>Capacidade net do congelador: 88 L
<br>Luz interior LED
<br>Protecção anti-bacteriana
<br>Descongelação automática
<br>Portas reversíveis
<br>Prateleiras em vidro
<br>2 gavetas para frutos e vegetais
<br>Suporte para garrafas
<br>3 gavetas de congelação
<br>Capacidade de congelação: 12Kg/24h
<br>Nível de ruído: 40 dB
<br>Consumo anual de energia: 259 kWh
<br>Classificação energética: A+
<br>Dimensões: A1760xL600xP620 mm
<br>
<br>Disponível nas cores: branco e inox
<br>
<br>
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/geral/285114.jpg;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/etiquetas/5603883207891.png;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/manuais/5603883207891.pdf;
COMBINADO ORIMA ORF-31-X     A+;285115;251.86;(5+);FRIO;COMBINADOS;COMBINADOS 170-179CM;ORIMA;5603883207907;"Capacidade bruta total: 296 L
<br>Capacidade net do frigorífico: 191 L
<br>Capacidade net do congelador: 88 L
<br>Luz interior LED
<br>Protecção anti-bacteriana
<br>Descongelação automática
<br>Portas reversíveis
<br>Prateleiras em vidro
<br>2 gavetas para frutos e vegetais
<br>Suporte para garrafas
<br>Compartimento de congelação rápida
<br>3 gavetas de congelação
<br>Capacidade de congelação: 12Kg/24h
<br>Nível de ruído: 40 dB
<br>Consumo anual de energia: 259 kWh
<br>Classificação energética: A+
<br>Dimensões: A1760xL600xP620 mm
<br>
<br>Disponível nas cores: branco e inox
<br>
<br>
<br>
<br>
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/geral/285115.jpg;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/etiquetas/5603883207907.png;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/manuais/5603883207907.pdf;
FRIGORIFICO ORIMA ORC-31-W;285121;208.58;(5+);FRIO;FRIGORIFICOS 1 PORTA;FRIGORIFICOS 1P COOLER 160-169CM;ORIMA;5603883209611;"Capacidade bruta total: 308 L
<br>Capacidade net do frigorifico: 283 L
<br>Compartimento Zero Zone com 21 L
<br>Porta reversível
<br>Luz interior LED
<br>Descongelação Automática
<br>Prateleiras em vidro
<br>Protecção anti-bacteriana
<br>Gaveta para frutos e vegetais
<br>Nível de ruído: 41 dB
<br>Consumo anual de energia: 138 kWh
<br>Dimensões do Produto: A1630xL600xP620 mm
<br>Classificação energética: A+
<br>
<br>
<br>Possibilidade de side by side com congelador ORF 27 W com Kit união
<br>
<br>
<br>
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/geral/285121.jpg;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/etiquetas/5603883209611.png;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/manuais/5603883209611.pdf;
FRIGORIFICO ORIMA ORC-31-X;285122;231.25;(5+);FRIO;FRIGORIFICOS 1 PORTA;FRIGORIFICOS 1P COOLER 160-169CM;ORIMA;5603883209628;"Capacidade bruta total: 304 L
<br>Capacidade net do frigorifico: 283 L
<br>Compartimento Zero Zone com 21 L
<br>Porta reversível
<br>Luz interior LED
<br>Descongelação Automática
<br>Prateleiras em vidro
<br>Protecção anti-bacteriana
<br>Gaveta para frutos e vegetais
<br>Nível de ruído: 41 dB
<br>Consumo anual de energia: 138 kWh
<br>Dimensões do Produto: A1630xL600xP620 mm
<br>Classificação energética: A+
<br>
<br>Disponível nas cores: branco e inox
<br>Possibilidade de side by side com congelador ORF 27 A+
<br>
<br>
<br>
<br>
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/geral/285122.jpg;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/etiquetas/5603883209628.png;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/manuais/5603883209628.pdf;
CONGELADOR VERTICAL ORIMA ORF-22-W A+;285303;224.02;(5+);FRIO;CONGELADORES VERTICAIS;CONGELADORES VERTICAIS 140-149CM;ORIMA;5603883207853;"Capacidade bruta total: 215 L
<br>Capacidade net do congelador: 196 L
<br>Porta reversível
<br>6 gavetas de congelação, sendo 1 de grandes dimensões
<br>Drenagem
<br>Painel de controle interior
<br>Capacidade de congelação: 12Kg/24H
<br>Nível de ruído: 41 dB
<br>Consumo anual de energia: 235 kWh
<br>Tempo de subida da temperatura: 20 h
<br>Classificação energética: A+
<br>Dimensões: A1450xL600xP650 mm
<br>
<br>Disponível nas cores: Branco e Inox
<br>Possibilidade de side by side com frigorifico ORC 29 W
<br>
<br>Evaporador em alumínio
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/geral/285303.jpg;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/etiquetas/5603883207853.png;;
CONGELADOR VERTICAL ORIMA ORF-22-X  A+;285304;259.36;0;FRIO;CONGELADORES VERTICAIS;CONGELADORES VERTICAIS 140-149CM;ORIMA;5603883207860;"Capacidade bruta total: 215 L
<br>Capacidade net do congelador: 196 L
<br>Porta reversível
<br>6 gavetas de congelação, sendo 1 de grandes dimensões
<br>Drenagem
<br>Painel de controle interior
<br>Capacidade de congelação: 12Kg/24H
<br>Nível de ruído: 41 dB
<br>Consumo anual de energia: 235 kWh
<br>Tempo de subida da temperatura: 20 h
<br>Classificação energética: A+
<br>Dimensões: A1450xL600xP650 mm
<br>Portas em inox 
<br>laterais pintadas em cinza
<br>
<br>
<br>Disponível nas cores: branco e inox
<br>Possibilidade de side by side com frigorífico ORC 29 A+
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/geral/285304.jpg;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/etiquetas/5603883207860.png;;
CONGELADOR VERTICAL ORIMA ORF-27-W;285306;243.78;(5+);FRIO;CONGELADORES VERTICAIS;CONGELADORES VERTICAIS 160-169CM;ORIMA;5603883209635;"Capacidade bruta total: 248 L
<br>Capacidade net do congelador: 227 L
<br>Porta reversível
<br>7 gavetas de congelação, sendo 1 de grandes dimensões
<br>Drenagem
<br>Painel de controle interior
<br>Capacidade de congelação: 12Kg/24H
<br>Nível de ruído: 41 dB
<br>Consumo anual de energia: 262 kWh
<br>Tempo de subida da temperatura: 20 h
<br>Classificação energética: A+
<br>Dimensões: A1630xL600xP620 mm
<br>
<br>Disponível nas cores: Branco e Inox
<br>Possibilidade de side by side com frigorifico ORC 31
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/geral/285306.jpg;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/etiquetas/5603883209635.png;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/manuais/5603883209635.pdf;
CONGELADOR VERTICAL ORIMA ORF-27-X;285307;267.15;(5+);FRIO;CONGELADORES VERTICAIS;CONGELADORES VERTICAIS 160-169CM;ORIMA;5603883209642;"Capacidade bruta total: 248 L
<br>Capacidade net do congelador: 227 L
<br>Porta reversível
<br>7 gavetas de congelação, sendo 1 de grandes dimensões
<br>Drenagem
<br>Painel de controle interior
<br>Capacidade de congelação: 12Kg/24H
<br>Nível de ruído: 41 dB
<br>Consumo anual de energia: 262 kWh
<br>Tempo de subida da temperatura: 20 h
<br>Classificação energética: A+
<br>Dimensões: A1630xL600xP620 mm
<br>Inox 
<br>
<br>Disponível nas cores: branco e inox
<br>Possibilidade de side by side com frigorífico ORC 31 X A+
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/geral/285307.jpg;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/etiquetas/5603883209642.png;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/manuais/5603883209642.pdf;
"SUPORTE ORIMA ORL-501 - LED 32-65""  CX.12";470302;4.79;(5+);SOM & IMAGEM;SUPORTES;SUPORTES TV/LED/PLASMA;ORIMA;5603883600074;"Suporte para Plasma ou LED de 32´´ a 65´´
<br>Suporte fixo
<br>Painel VESA 100x100 até 600x400
<br>Capacidade máxima: 50 Kg
<br>Fácil ligação de cabos
<br>Pequena distância entre LED e parede
<br>Nível incorporado
<br>Fácil aplicação
<br>Dimensões: A24xL710xP22 mm
<br>Preto
<br>
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/geral/470302.jpg;;;
FOGAO ORIMA OR-952-PBX - PORTA BOTIJA;30106;224.83;(5+);QUEIMA;FOGOES;FOGOES PORTA GARRAFA;ORIMA;5603883209154;"4 queimadores a gás + 1 triplo
<br>Mesa de trabalho em inox
<br>Válvulas de segurança total
<br>3 grelhas esmaltadas 
<br>Armário para garrafa de gás
<br>Capacidade do Forno: 60 L
<br>Forno a gás
<br>Grelhador a gás
<br>Porta amovível com vidro duplo
<br>Grelha e tabuleiro de recolha de molhos no forno
<br>Estufa
<br>Tampo de vidro
<br>Rodapé
<br>Grelha suporte de garrafa
<br>Relógio analogico
<br>Disponível nas cores: Half- Inox
<br>Preparado para gás butano/propano
<br>Inclui kit de injetores para gás natural
<br>Dimensões do Produto: A840xL900xP615 mm
<br>
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/geral/030106.jpg;;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/manuais/5603883209154.pdf;
FOGAO ORIMA OR-644-ZX;30130;161.13;(5+);QUEIMA;FOGOES;FOGOES MONOBLOCO 60CM;ORIMA;5603883209949;"4 Queimadores a gás, sendo 1 triplo
<br>Mesa de trabalho em inox
<br>Válvula Segurança Total
<br>2 grelhas esmaltadas
<br>Forno a gás
<br>Volume útil do forno: 65 L
<br>Grelhador a Gás
<br>Porta amovível com vidro duplo
<br>Tampo em Vidro
<br>Sem estufa
<br>Preparado para gás butano/propano
<br>Inclui kit de injetores para gás natural
<br>Dimensões: A860xL598xP610mm
<br>
<br>Disponível nas cores: branco e half-inox
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/geral/030130.jpg;;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/manuais/5603883209949.pdf;
FOGAO ORIMA OR-646-VIT;30149;219.02;(5+);QUEIMA;FOGOES;FOGOES VITROCERAMICOS;ORIMA;5603883209833;"4 zonas vitrocerâmicas
<br>Ventoinha de refrigeração
<br>Forno eléctrico com 6 funções
<br>Turbo Fan
<br>Volume útil do forno: 56 L
<br>Grelhador eléctrico
<br>Termóstato
<br>Luz no forno
<br>Porta amovível com vidro duplo
<br>Grelha e tabuleiro de recolha de molhos
<br>Classe Energética: A
<br>Dimensões: A830xL598xP580 mm
<br>
<br>Disponível nas cores: half-inox<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/geral/030149.jpg;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/etiquetas/5603883209833.png;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/manuais/5603883209833.pdf;
FOGAO ORIMA OR-950-XM - SEG.TOTAL;30185;298.41;0;QUEIMA;FOGOES;FOGOES MAXI FORNO;ORIMA;5603883206559;"4 queimadores a gás + 1 triplo
<br>Mesa de trabalho em inox
<br>Válvulas de segurança total
<br>Ignição automática em cima e no forno
<br>3 Grelhas esmaltadas
<br>Forno a gás c/ termostato
<br>Volume útil do forno: 106 L
<br>Grelhador a gás
<br>Relógio conta-minutos
<br>Espeto rotativo
<br>Luz
<br>Porta amovível com vidro duplo
<br>Grelha e tabuleiro de recolha de molhos
<br>Estufa 
<br>Preparado para gás butano/propano
<br>Inclui kit de injetores para gás natural
<br>Classificação energética: B
<br>Dimensões: A845xL900xP635 mm
<br>Inox
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/geral/030185.jpg;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/etiquetas/5603883206559.png;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/manuais/5603883206559.pdf;
FOGAO ORIMA OR-542-ZW;30196;129.56;(5+);QUEIMA;FOGOES;FOGOES MONOBLOCO 50/55CM;ORIMA;5603883208973;"4 Queimadores a gás
<br>Mesa de trabalho em Inox
<br>Válvulas Segurança Total
<br>2 grelhas esmaltadas
<br>Forno a gás
<br>Volume útil do forno: 54 L
<br>Grelhador a Gás
<br>Porta amovível com vidro duplo
<br>Grelha e tabuleiro de recolha de molhos
<br>Tampo em Vidro
<br>Preparado para gás butano/propano
<br>Inclui kit de injetores para gás natural
<br>Dimensões: A855xL500xP630mm
<br>
<br>Disponível nas cores: branco e half-inox<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/geral/030196.jpg;;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/manuais/5603883208973.pdf;
FOGAO ORIMA OR-542-ZX;30197;135.13;(5+);QUEIMA;FOGOES;FOGOES MONOBLOCO 50/55CM;ORIMA;5603883208966;"50 x 60 
<br>4 Queimadores a gás
<br>Forno a gás
<br>Grelhador a Gás
<br>Válvula Segurança Total
<br>Porta do forno vidro duplo
<br>Tampo em Vidro
<br>Mesa de trabalho em inox
<br>1 Tabuleiro
<br>1 Grelha
<br>Frente Inox
<br>Laterais Silver
<br>Preparado para gás butano/propano
<br>Inclui kit de injetores para gás natural
<br>Dim. prod: A855xL500xP630mm
<br>Dim.Emb.:A890xL550xP670mm
<br>
<br>Disponível nas cores: branco e half-inox<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/geral/030197.jpg;;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/manuais/5603883208966.pdf;
FORNO ORIMA OR-40-L;30302;38.33;0;PEQUENOS DOMESTICOS;COZINHA;FORNOS ELETRICOS DE BANCADA;ORIMA;5603883504068;"Capacidade: 40 L
<br>Potência: 1600 W
<br>4 Funções
<br>Resistências em Inox
<br>Interior Anti-Aderente
<br>Vidro forno duplo
<br>Tabuleiro em esmalte
<br>Termostato regulável de 100º a 230ºC
<br>Selector de potência
<br>Temporizador até 60 min.
<br>Preparado para pizza de 30 cm
<br>Acessórios: tabuleiro + grelha 
<br>Dimensões produto: A365xL485xP360 mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/geral/030302.jpg;;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/manuais/5603883504068.pdf;
FORNO ORIMA ORD-630-SX;30351;96.27;(5+);ENCASTRE;FORNOS;FORNOS ESTATICOS;ORIMA;5603883204494;"Forno eléctrico estático
<br>4 funções
<br>Volume útil do forno: 66 L
<br>Termóstato
<br>Luz no Forno
<br>Aquecimento superior e inferior - 40º a 240º
<br>Grelhador eléctrico
<br>Relógio conta-minutos
<br>Porta do forno amovível com vidro duplo
<br>Grelha e tabuleiro de recolha de molhos
<br>Painel de controlo em inox
<br>Classe energética: A
<br>Dimensões Encastre: A590xL560xP550
<br>Dimensões do Produto: A595xL595xP565 mm
<br>
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/geral/0303511.jpg;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/etiquetas/5603883204494.png;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/manuais/5603883204494.pdf;
FORNO ORIMA ORD-651;30359;130.62;(5+);ENCASTRE;FORNOS;FORNOS MULTIFUNÇOES;ORIMA;5603883209772;"Forno eléctrico multifunções
<br>7 funções
<br>Turbo
<br>Grelhador eléctrico
<br>Ventoinha de arrefecimento
<br>Volume útil do forno: 60 L
<br>Termóstato
<br>Aquecimento superior e inferior 40º a 240º
<br>Relógio conta-minutos digital
<br>Luz no forno
<br>Porta do forno amovível com vidro duplo
<br>Grelha e tabuleiro de recolha de molhos
<br>Painel de controlo em inox
<br>Classe energética: A
<br>Dimensões do Produto: A595xL595xP565mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/geral/0303591.jpg;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/etiquetas/5603883209772.png;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/manuais/5603883209772.pdf;
FORNO ORIMA ORD-650-E;30360;203.26;2;ENCASTRE;FORNOS;FORNOS MULTIFUNÇOES;ORIMA;5603883209789;"Forno Eléctrico multifunções
<br>15 funções
<br>Turbo Fan
<br>Turbo resistance
<br>Programador digital Touch Control
<br>Espeto rotativo
<br>Ventilação
<br>Termóstato
<br>Aquecimento superior e inferior
<br>Grelhador eléctrico
<br>Painel de controlo em vidro preto
<br>Volume útil do forno: 61 L
<br>Porta do forno amovível com vidro duplo
<br>Luz no forno
<br>Grelha e tabuleiro de recolha de molhos
<br>Classe energética: A
<br>Dimensões do Produto: A595xL596xP580 mm
<br>Dimensões de encastre: A-600xL-560mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/geral/0303601.jpg;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/etiquetas/5603883209789.png;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/manuais/5603883209789.pdf;
PLACA ORIMA ORQ-42-IT-GN;30421;71.28;(5+);ENCASTRE;PLACAS A GAS;PLACAS A GAS 60CM;ORIMA;5603883208904;"3 queimadores a gás + 1 triplo
<br>Válvulas de segurança
<br>Comandos frontais
<br>Ignição automática
<br>Dimensões do Produto: A95xL590xP500 mm
<br>
<br>Preparado para gás natural
<br>
<br>
<br>
<br>
<br>
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/geral/model_-_orq_42_it_esquema1.jpg;;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/manuais/5603883208904.pdf;
PLACA ORIMA ORF-71-IN;30434;126.88;0;ENCASTRE;PLACAS INDUÇAO;PLACAS INDUÇAO 60CM;ORIMA;5603883210105;"4 zonas de indução (2x1500W e 2x2000W)
<br>Comandos Touch Control
<br>9 níveis de potência
<br>Protecção infantil
<br>Detecção de recipientes
<br>Indicadores de calor residual
<br>Protecção desligar automático
<br>Com relógio
<br>Dimensões do Produto: A60xL590xP520 mm
<br>
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/geral/0304342.jpg;;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/manuais/5603883210105.pdf;
PLACA ORIMA OR-640-VXI - C/IGNIÇÃO;30452;57.99;(5+);ENCASTRE;PLACAS A GAS;PLACAS A GAS 60CM;ORIMA;5603883206641;"4 queimadores a gás
<br>Válvulas de segurança
<br>Comandos laterais
<br>Ignição automática
<br>
<br>Preparada para gás butano/propano ou gás natural
<br>
<br>Dim. Produto: A100xL580xP510 mm
<br>Dim. Encastre: L560xP490 mm
<br>
<br>
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/geral/030452.jpg;;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/manuais/5603883206641.pdf;
PLACA ORIMA OR-750-X   SEG. TOTAL  5G;30461;87.06;(5+);ENCASTRE;PLACAS A GAS;PLACAS A GAS 70CM;ORIMA;5603883207747;"4 queimadores a gás + 1 triplo
<br>Válvulas de segurança
<br>Comandos frontais
<br>Ignição automática
<br>Dimensões de Encastre: L560xP490
<br>Dimensões do Produto: A100xL680xP510 mm
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/geral/0304611.jpg;;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/manuais/5603883207747.pdf;
PLACA ORIMA ORP-65-VG;30464;95.23;0;ENCASTRE;PLACAS CRISTAL GAS;PLACAS CRISTAL GAS 60CM;ORIMA;5603883209819;"3 queimadores a gás + 1 triplo
<br>Mesa de trabalho em vidro preto
<br>Grelhas redondas de ferro fundido
<br>Válvulas de segurança
<br>Comandos frontais pintados inox
<br>Ignição automática
<br>Dimensões do Produto: A60xL590xP520 mm
<br>Encastre: L560xP490 mm
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/geral/0304641.jpg;;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/manuais/5603883209819.pdf;
GRELHADOR ORIMA CR-200-IX  C/ESPETOS  CX.5;40503;16.51;(5+);PEQUENOS DOMESTICOS;COZINHA;GRELHADORES;ORIMA;5603883500800;"Potência: 2.000 W
<br>Tabuleiro em inox
<br>Lavável na máquina de louça
<br>Totalmente desmontável
<br>Sem libertação de fumo
<br>Segurança por Micro-Switch
<br>C/ 4 espetos
<br>
<br>Dim. emb.: A240xL470xP115mm
<br>
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/geral/040503.jpg;;;
GRELHADOR ORIMA OR-2007-IX  CX.5;40508;19.77;(5+);PEQUENOS DOMESTICOS;COZINHA;GRELHADORES;ORIMA;5603883502545;"Potência: 2.000 W
<br>Tabuleiro em inox
<br>Lavável na máquina de louça
<br>Totalmente desmontável
<br>Sem libertação de fumo
<br>Segurança por Micro-Switch
<br>
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/banner-icons/040508.jpg;;;
GRELHADOR ORIMA CR-2001 S/ESPETOS CX.6;40509;14.38;(5+);PEQUENOS DOMESTICOS;COZINHA;GRELHADORES;ORIMA;5603883501258;"Potência: 2.000 W
<br>Tabuleiro em inox
<br>Lavável na máquina de louça
<br>Totalmente desmontável
<br>Sem libertação de fumo
<br>Segurança por Micro-Switch
<br>
<br>Outro modelo: 
<br>CR 200 IX - c/ 4 espetos
<br>
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/geral/040509.jpg;;;
QUEIMADOR LEITE CREME ORIMA OR-001 450W   CX.12;40520;8.39;(5+);PEQUENOS DOMESTICOS;COZINHA;QUEIMADORES LEITE CREME;ORIMA;5603883502811;"Potência: 450 W
<br>Pega ergonómica
<br>Segurança por Micro-Switch
<br>
<br>
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/geral/040520.jpg;;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/manuais/5603883502811.pdf;
TORRADEIRA ORIMA CLASSIC 010     (cx-6);41008;13.18;(5+);PEQUENOS DOMESTICOS;PEQUENO-ALMOÇO;TORRADEIRAS;ORIMA;5603883500794;"Potência: 550 W
<br>2 aberturas laterais
<br>Ideal para pão tradicional
<br>
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/geral/041008.jpg;;;
AQUECEDOR ORIMA P-522 - MURAL CX.6;41702;19.17;(5+);CLIMATIZAÇAO;AMBIENTE - PORTATIL, PELLETS E LENHA;AQUECEDORES WC PAREDE;ORIMA;5603883500831;"Potência: 1.400 W
<br>Infra-vermelhos
<br>2 sílicas
<br>Montagem na parede
<br>
<br>
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/geral/041702.jpg;;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/manuais/5603883500831.pdf;
BRASEIRA ORIMA NOBRE 090 - 700W  CX6;41720;15.58;5;CLIMATIZAÇAO;AMBIENTE - PORTATIL, PELLETS E LENHA;BRASEIRAS;ORIMA;5603883500824;"Potência: 700 Watt
<br>Com pés
<br>Termostato de segurança de sobreaquecimento
<br>Dimensões do Produto: A350xL355xP115 mm
<br>
<br>
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/geral/041720.jpg;;;
ESCALFETA ORIMA RICA 020 - 70W  CX.10;41730;11.98;(5+);CLIMATIZAÇAO;AMBIENTE - PORTATIL, PELLETS E LENHA;ESCALFETAS;ORIMA;5603883500817;"Potência: 70 W
<br>Acabamentos em madeira
<br>Termostato desegurança de sobreaquecimento
<br>Dimensões do Produto: A55xL340xP270 mm
<br>
<br>
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/geral/041730.jpg;;;
COMBINADO ORIMA ORE-364-W - NF DISPLAY;50207;246.05;(5+);FRIO;COMBINADOS;COMBINADOS NF 180-189CM;ORIMA;5603883209703;"Capacidade bruta total: 335 L
<br>Capacidade net do frigorifico: 231 L
<br>Capacidade net do congelador: 87 L
<br>Total No Frost
<br>Display electrónico
<br>Luz interior LED
<br>Modo de funcionamento económico
<br>Função Super Cool
<br>Sinalização de alarme
<br>Portas reversíveis
<br>Prateleiras em vidro
<br>Gaveta para frutos e vegetais
<br>3 gavetas de congelação
<br>Nível de ruído: 45 dB
<br>Consumo anual de energia: 305 kWh
<br>Dimensões: A1855xL595xP633mm
<br>Classificação energética: A+
<br>
<br>Disponível nas cores: branco e Inox
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/geral/050207.jpg;;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/manuais/5603883209703.pdf;
COMBINADO ORIMA ORE-364-X - NF DISPLAY;50208;281.52;0;FRIO;COMBINADOS;COMBINADOS NF 180-189CM;ORIMA;5603883209710;"Capacidade bruta total: 335 L
<br>Capacidade net do frigorifico: 231 L
<br>Capacidade net do congelador: 87 L
<br>Total No Frost
<br>Display electrónico
<br>Luz interior LED
<br>Modo de funcionamento económico
<br>Função Super Cool
<br>Sinalização de alarme
<br>Portas reversíveis
<br>Prateleiras em vidro
<br>Gaveta para frutos e vegetais
<br>3 gavetas de congelação
<br>Nível de ruído: 45 dB
<br>Consumo anual de energia: 305 kWh
<br>Dimensões: A1855xL595xP633mm
<br>Classificação energética: A+
<br>
<br>Disponível nas cores: branco e Inox
<br>
<br><br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/geral/050208.jpg;;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/manuais/5603883209710.pdf;
FORNO ORIMA OR-40-LX;50505;92.77;0;ENCASTRE;FORNOS;FORNOS ESTATICOS;ORIMA;5603883207587;"Forno eléctrico estático
<br>4 funções
<br>Volume útil do forno: 64 L
<br>Porta do forno amovível com vidro duplo
<br>Termóstato
<br>Aquecimento superior e inferior
<br>Grelhador eléctrico
<br>Painel de controlo e laterais em inox
<br>Grelha e tabuleiro de recolha de molhos
<br>Classe energética: A
<br>Dimensões do Produto: A595xL595xP570 mm
<br>Dimensões de corte: A590xL-555xP-570mm<br>";http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/geral/0505051.jpg;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/etiquetas/5603883207587.png;http://orima.pt/resources/3513bd2eb90350c54cee0bbd4fdae2fe/manuais/5603883207587.pdf;
